0.83411,1.0162
1.0652,0.71662
0.80551,1.2113
1.0995,0.98773
1.1809,0.78681
0.98585,0.81317
1.2228,1.0803
1.2057,0.73711
1.0433,0.842
1.1006,1.1251
0.87067,1.0821
0.8962,1.1502
1.0777,1.1431
0.84536,1.0991
1.1197,1.2217
0.95905,1.3411
1.0206,1.2214
1.0067,0.93828
1.2204,0.73341
0.89476,1.0213
1.302,1.0496
0.98638,1.1413
0.95412,1.1127
0.78213,0.91631
0.906,0.76723
0.86603,0.81992
1.1517,0.99247
0.755,1.1223
0.90573,1.1908
0.84328,1.0557
1.0791,1.0005
1.2634,1.2642
1.2559,0.97569
0.85999,0.95884
0.85465,1.1907
0.94205,1.3597
0.99577,0.90308
1.2701,1.2433
0.92575,1.032
1.0225,0.78884
1.0369,0.95238
0.85665,1.0018
0.74092,1.2755
0.89753,1.0787
1.2359,1.0761
0.9485,0.88444
0.72112,0.6857
1.2175,1.1748
1.0082,1.0046
1.1941,1.376
0.87507,0.84237
0.95625,1.4285
0.72084,1.0365
0.83643,0.96941
0.89605,1.0129
0.7799,1.2723
1.161,0.92529
0.98897,1.0831
1.0514,1.0954
0.93513,1.2567
1.044,0.82937
1.1376,0.71507
1.1175,0.88207
1.1988,1.0679
1.0084,1.2293
0.83688,0.93094
0.88183,1.0903
0.76282,1.2191
0.92667,0.89598
1.1156,1.0354
0.98904,1.2583
0.99163,1.1678
0.81175,1.0057
1.0779,1.369
0.96471,0.84709
1.0838,1.1057
0.88826,1.453
0.82811,1.3551
0.98984,1.0122
1.1998,0.79857
0.8456,1.016
1.0933,0.76832
1.0939,0.61016
1.0682,0.70245
1.1392,0.83914
1.1652,1.1987
0.88075,0.97255
0.89232,0.97151
1.0953,1.0163
0.72771,1.0513
1.0966,1.2563
0.96665,0.79538
1.21,0.97714
1.0001,0.9562
1.0068,0.86658
1.0603,0.97168
1.1376,0.87438
0.78168,0.80272
0.65965,1.0245
0.82852,1.1283
0.90978,1.2436
1.0302,0.95571
1.0504,1.0512
0.83444,0.66948
0.80822,1.2674
0.98655,1.0378
0.69222,1.1258
1.0374,1.0938
0.94328,0.94101
1.3195,0.8957
0.87671,1.0449
1.0488,1.0269
0.93131,0.98382
0.82635,0.93656
0.99638,1.3525
1.1343,1.2095
1.1267,0.76366
1.2273,0.83758
1.0816,0.91636
0.7865,1.0568
1.0722,0.85721
1.0475,1.166
1.1736,0.9447
1.4608,1.0037
1.0182,0.7196
1.0632,0.87456
1.1247,1.0449
1.0241,1.0439
0.6867,1.0015
1.116,0.56501
1.2294,1.0338
1.0829,1.1689
0.95214,1.0334
1.0552,1.0865
1.0872,0.98451
0.85074,1.0151
0.81405,1.1847
0.95045,0.95445
0.9874,1.0652
1.1725,0.98567
0.87167,0.9141
1.2432,0.81598
0.83085,0.6714
0.91854,1.0301
1.203,0.86517
0.81503,1.058
0.8372,1.0022
1.03,1.1354
0.96511,1.0118
1.0207,0.96797
1.0123,0.90692
1.1279,0.88749
0.96146,1.1117
0.89369,0.9344
0.77784,1.3274
0.70431,1.2108
1.0355,1.2369
1.0289,1.0651
0.93314,1.1053
0.89396,1.0418
1.001,1.1557
1.1393,0.95467
1.0712,1.2803
0.90585,0.98853
0.9926,1.0383
0.97975,0.86974
0.92322,0.7606
1.3171,0.89759
1.1737,0.93436
1.2373,1.0973
0.98849,0.95272
1.175,1.0011
1.1276,1.053
1.1667,1.137
0.72849,1.0337
0.97236,1.0153
0.8654,1.1022
1.2193,1.1182
1.2693,0.98515
0.94838,1.0995
1.1542,0.61393
0.92399,1.0164
0.90451,0.87478
0.90583,0.79581
0.99123,1.0454
1.0724,1.1725
0.91794,1.0291
1.0148,0.91996
0.96679,1.0901
1.016,1.0666
0.87778,0.95329
0.82184,1.0825
0.93158,0.96231
1.0401,0.67249
1.0834,1.0128
1.0973,0.86922
1.0921,1.0439
0.85098,0.87183
1.0873,0.81655
1.1582,0.82861
0.63113,0.92848
1.0253,0.99822
0.81079,1.1812
1.081,1.0257
1.1172,0.94628
1.2796,1.1594
1.1083,1.0368
0.66555,0.97069
0.99191,1.0427
1.0439,1.0392
0.95784,1.079
1.1658,0.84004
0.95639,0.87354
0.91199,1.0912
0.92924,0.90986
1.1187,1.2251
0.97432,1.0988
0.91568,0.79105
1.009,0.68917
0.93714,1.0843
1.0504,0.98535
1.1703,0.88799
0.90519,1.1111
0.99327,1.0718
0.98111,0.98349
1.1192,1.1057
1.0783,1.0517
0.96732,0.98366
0.74864,1.1668
1.0174,0.9559
0.9797,1.2352
0.99475,0.96124
0.46416,0.94828
1.0074,0.78318
0.96577,0.83058
0.86787,1.2263
0.90325,1.0367
0.89531,0.98318
1.3049,1.3415
0.77556,1.0935
1.0318,0.8812
0.87881,1.0657
0.94993,0.87143
0.81936,0.97507
0.71034,0.91696
0.91092,0.90786
1.2358,0.86445
1.147,1.1258
0.74208,0.94981
1.0596,0.95805
1.086,0.90412
1.2302,0.89717
0.83288,1.0059
0.75772,0.84402
1.2072,0.95145
0.88579,1.0265
1.1361,0.59688
1.0907,0.85778
0.91861,0.77609
0.96685,0.94803
1.0065,1.2394
1.0059,1.0197
1.0632,1.0073
0.8405,1.0318
0.63953,0.86511
0.85594,1.0618
0.91039,1.0469
0.97077,1.0825
1.1125,0.86553
1.1573,1.1601
1.255,0.84014
0.9768,1.1279
0.79563,1.005
0.82952,1.0319
0.86822,1.0614
0.94632,1.1035
0.90152,0.99335
0.87818,1.0943
1.0739,0.85993
1.0866,1.1178
1.4183,0.96214
1.1536,1.0489
1.1642,0.90339
0.94337,1.1697
0.97396,1.1698
1.022,0.92574
0.90642,0.87245
1.0028,1.1134
0.97066,1.0831
0.92183,1.0024
1.2221,1.3381
1.3327,0.75632
0.64382,0.63742
1.1029,1.1591
0.78388,0.93368
1.1223,1.0533
1.0764,0.87008
1.0443,0.88233
1.0539,1.1656
1.0509,1.1903
0.91337,1.1123
1.0381,1.1464
1.1338,0.96466
0.9744,1.042
1.0551,0.9043
1.0665,0.9047
0.70485,0.98597
0.87931,1.0061
0.6253,0.79963
0.86731,0.98483
0.81788,1.1258
0.81084,1.0017
1.1081,1.041
0.6085,0.91771
1.1422,0.76913
0.98422,1.0509
0.98614,1.3532
0.91272,0.75493
1.1139,0.86594
1.0624,1.0051
1.0385,0.97346
0.90728,1.0503
1.2761,0.9694
0.8798,0.94579
1.1602,0.92295
0.86325,0.91712
1.0603,0.93032
1.1478,1.0843
1.2228,1.1056
0.99383,0.9974
1.0452,0.95444
1.0722,1.2235
1.107,0.9303
1.0209,1.1579
0.89031,0.92947
1.2955,1.152
0.98874,0.82118
0.74891,0.87107
0.9573,1.065
1.0079,1.0651
1.3554,0.84708
0.98795,1.1453
0.77707,0.9225
0.89091,0.87787
1.0895,1.1039
1.1936,0.83903
0.95458,0.92887
0.9607,1.0871
0.98056,1.0246
0.92054,1.0894
0.99804,1.0247
0.99153,0.95493
0.93813,0.86918
1.2677,0.95985
1.0633,1.0034
0.79218,0.87421
1.1771,0.9429
1.1222,0.96936
0.93034,1.2019
1.143,1.0854
0.8955,0.95696
0.98626,1.0267
0.98194,1.1028
1.2121,1.0179
0.90069,1.1483
1.1746,1.0854
0.89819,0.93591
1.0092,1.1464
1.0354,1.0061
0.89472,1.04
0.83554,1.0861
0.98251,1.0963
0.97349,0.94951
0.89722,0.89731
0.83963,0.90776
0.97716,1.0836
1.1652,1.0575
0.88999,1.1526
1.201,0.83687
1.2389,0.97374
1.1291,0.76084
0.80169,0.83607
1.2337,0.89617
0.86775,1.2524
0.99195,0.93219
1.022,0.94439
0.98953,1.0121
1.0004,1.2685
1.0595,1.1009
1.1314,0.95792
0.78149,1.1825
1.064,1.1274
1.1641,1.1381
1.0954,0.84472
0.75865,1.0767
1.1175,1.0428
1.0728,1.0419
1.0342,0.9577
1.0014,1.0221
0.91954,0.95975
1.028,0.87412
1.0557,0.98449
0.92737,1.0725
1.1283,1.0681
1.1885,0.85489
1.0103,1.162
0.6288,0.93817
1.0513,0.96191
1.0183,1.1452
1.0611,0.68319
0.86299,0.95755
0.98909,1.0067
0.88385,1.1618
0.89284,1.102
0.94145,1.1295
1.0647,1.1329
0.91477,0.97403
1.0468,0.91653
1.2668,1.2453
0.73739,1.2293
1.0764,1.1445
0.87052,1.0669
0.97421,0.98496
1.1764,0.80168
0.8284,0.90308
1.07,1.3134
